instant,season,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,dy,pred
14359,3,11,0,0,0,1,0.74,0.66,0.3582,26,328.7637524635305
14360,3,12,0,0,0,3,0.72,0.74,0.3582,26,334.4006816488247
14361,3,13,0,0,0,3,0.66,0.78,0.4179,26,326.61942385746795
14362,3,14,0,0,0,1,0.64,0.89,0.1045,26,338.5087995991344
14363,3,15,0,0,0,3,0.64,0.89,0.2836,26,166.48896671868187
14364,3,16,0,0,0,3,0.64,0.89,0.2836,26,183.25939030055525
14365,3,17,0,0,0,1,0.64,0.89,0.2239,26,214.9416802435218
14366,3,18,0,0,0,2,0.64,0.89,0.0896,26,211.14781006303028
14367,3,19,0,0,0,2,0.64,0.89,0.1642,26,278.45701845666747
14368,3,20,0,0,0,1,0.64,0.89,0.1642,26,220.12229620319016
14369,3,21,0,0,0,1,0.64,0.83,0.1343,26,177.00641916376568
14370,3,22,0,0,0,1,0.62,0.88,0.0896,26,129.61214644433443
14371,3,23,0,0,0,1,0.62,0.83,0.0896,26,76.2266601251723
14372,3,0,0,1,1,1,0.62,0.83,0.0,27,30.913708046771372
14373,3,1,0,1,1,1,0.62,0.88,0.0896,27,15.542405154130735
14374,3,2,0,1,1,1,0.62,0.88,0.1343,27,8.25281687713909
14375,3,3,0,1,1,1,0.62,0.88,0.0896,27,5.531598493746966
14376,3,4,0,1,1,1,0.62,0.83,0.0,27,5.663175218768627
14377,3,5,0,1,1,1,0.62,0.88,0.0,27,24.50701469694265
14378,3,6,0,1,1,1,0.62,0.88,0.0,27,106.85559380238246
14379,3,7,0,1,1,1,0.66,0.83,0.0,27,302.04031637113405
14380,3,8,0,1,1,1,0.66,0.83,0.0896,27,412.3316393749558
14381,3,9,0,1,1,1,0.66,0.83,0.1045,27,209.7684527817165
14382,3,10,0,1,1,1,0.72,0.74,0.1343,27,146.25529527109106
14383,3,11,0,1,1,1,0.74,0.66,0.194,27,148.11458889205093
14384,3,12,0,1,1,1,0.76,0.62,0.0,27,183.60787416389573
14385,3,13,0,1,1,1,0.76,0.57,0.1642,27,183.7682880010171
14386,3,14,0,1,1,1,0.8,0.49,0.0896,27,183.5605489789899
14387,3,15,0,1,1,1,0.8,0.55,0.2985,27,183.57179701334275
14388,3,16,0,1,1,1,0.8,0.55,0.2537,27,297.9162612786267
14389,3,17,0,1,1,1,0.8,0.46,0.2239,27,536.4229384269823
14390,3,18,0,1,1,1,0.78,0.52,0.2537,27,539.5088246035068
14391,3,19,0,1,1,1,0.74,0.7,0.2239,27,383.2645465778149
14392,3,20,0,1,1,1,0.74,0.7,0.194,27,281.7086403812754
14393,3,21,0,1,1,1,0.72,0.74,0.194,27,202.05679183981266
14394,3,22,0,1,1,1,0.7,0.84,0.194,27,132.62886066771088
14395,3,23,0,1,1,1,0.7,0.84,0.1642,27,79.53741404635508
14396,3,0,0,2,1,1,0.7,0.84,0.2537,28,31.45812833107572
14397,3,1,0,2,1,1,0.68,0.89,0.194,28,15.725477475772607
14398,3,2,0,2,1,1,0.68,0.83,0.2537,28,8.491411390500843
14399,3,3,0,2,1,1,0.66,0.89,0.1343,28,5.500553820683107
14400,3,4,0,2,1,1,0.66,0.83,0.1343,28,5.663647441887259
14401,3,5,0,2,1,2,0.66,0.83,0.0896,28,21.846006995720863
14402,3,6,0,2,1,2,0.66,0.89,0.1045,28,111.35760203506541
14403,3,7,0,2,1,2,0.66,0.83,0.1045,28,294.3426448954262
14404,3,8,0,2,1,2,0.66,0.85,0.1045,28,428.34693873749916
14405,3,9,0,2,1,2,0.7,0.79,0.1642,28,209.70175061742634
14406,3,10,0,2,1,1,0.74,0.62,0.2537,28,146.3266636065322
14407,3,11,0,2,1,1,0.78,0.55,0.2537,28,148.24184908626995
14408,3,12,0,2,1,1,0.8,0.49,0.2836,28,183.58064791428882
14409,3,13,0,2,1,1,0.82,0.43,0.2985,28,183.5540715756866
14410,3,14,0,2,1,1,0.84,0.38,0.3284,28,183.52394866570975
14411,3,15,0,2,1,1,0.82,0.34,0.2985,28,183.71589904776724
14412,3,16,0,2,1,1,0.82,0.33,0.3284,28,296.60588571492235
14413,3,17,0,2,1,1,0.8,0.35,0.3881,28,536.1708548394421
14414,3,18,0,2,1,1,0.78,0.4,0.2537,28,539.7687105528814
14415,3,19,0,2,1,1,0.74,0.45,0.1642,28,390.655911273852
14416,3,20,0,2,1,1,0.72,0.48,0.1045,28,294.1913143642559
14417,3,21,0,2,1,1,0.72,0.48,0.0896,28,223.4919680745736
14418,3,22,0,2,1,1,0.7,0.54,0.0,28,160.7161190464768
14419,3,23,0,2,1,1,0.68,0.57,0.0,28,78.68210823527996
14420,3,0,0,3,1,1,0.66,0.69,0.0,29,34.78203702410117
14421,3,1,0,3,1,1,0.64,0.69,0.1343,29,18.100625261180006
14422,3,2,0,3,1,1,0.62,0.73,0.1343,29,8.433506094143317
14423,3,3,0,3,1,1,0.62,0.73,0.1045,29,5.537589606059945
14424,3,4,0,3,1,1,0.6,0.73,0.2239,29,5.673366828100104
14425,3,5,0,3,1,1,0.6,0.73,0.194,29,25.276335359259388
14426,3,6,0,3,1,1,0.6,0.73,0.194,29,112.36302886609332
14427,3,7,0,3,1,1,0.64,0.65,0.0896,29,309.5834586133828
14428,3,8,0,3,1,1,0.66,0.61,0.1642,29,438.6883309662653
14429,3,9,0,3,1,1,0.7,0.51,0.194,29,209.67694369936342
14430,3,10,0,3,1,1,0.72,0.48,0.1642,29,147.0038198085572
14431,3,11,0,3,1,1,0.72,0.45,0.0,29,148.89653637644872
14432,3,12,0,3,1,1,0.76,0.4,0.0,29,184.08243693441946
14433,3,13,0,3,1,1,0.74,0.42,0.0,29,184.13143237012065
14434,3,14,0,3,1,1,0.76,0.4,0.0896,29,184.08243693441946
14435,3,15,0,3,1,1,0.76,0.4,0.194,29,184.08243693441946
14436,3,16,0,3,1,1,0.76,0.37,0.1343,29,299.28538094502005
14437,3,17,0,3,1,1,0.78,0.35,0.2239,29,540.1375023507907
14438,3,18,0,3,1,1,0.74,0.42,0.1642,29,543.4844698432985
14439,3,19,0,3,1,1,0.7,0.54,0.194,29,391.96967763737297
14440,3,20,0,3,1,1,0.68,0.57,0.0,29,293.57412477692833
14441,3,21,0,3,1,1,0.66,0.54,0.1045,29,223.58096242995643
14442,3,22,0,3,1,1,0.66,0.54,0.0,29,172.78372830434847
14443,3,23,0,3,1,1,0.66,0.57,0.0,29,97.96317983360058
14444,3,0,0,4,1,1,0.64,0.69,0.0,30,45.80471445628357
14445,3,1,0,4,1,1,0.64,0.65,0.0,30,21.487716836185253
14446,3,2,0,4,1,1,0.62,0.73,0.0,30,8.619594655628438
14447,3,3,0,4,1,1,0.62,0.73,0.0,30,5.818660820993771
14448,3,4,0,4,1,1,0.62,0.73,0.0,30,5.904614908886316
14449,3,5,0,4,1,1,0.62,0.73,0.0,30,25.233795566803
14450,3,6,0,4,1,1,0.6,0.83,0.1642,30,111.09069577514056
14451,3,7,0,4,1,1,0.64,0.73,0.0,30,309.7680649043052
14452,3,8,0,4,1,1,0.66,0.65,0.0,30,443.29720567775246
14453,3,9,0,4,1,1,0.7,0.58,0.0,30,210.1601081785751
14454,3,10,0,4,1,1,0.72,0.54,0.0,30,146.5811479348783
14455,3,11,0,4,1,1,0.76,0.4,0.0896,30,149.21227271462863
14456,3,12,0,4,1,1,0.76,0.45,0.1343,30,183.85874579070753
14457,3,13,0,4,1,1,0.76,0.48,0.1045,30,183.82595072014502
14458,3,14,0,4,1,1,0.76,0.48,0.1343,30,183.82595072014502
14459,3,15,0,4,1,1,0.8,0.46,0.1642,30,183.53674245218338
14460,3,16,0,4,1,1,0.8,0.43,0.1642,30,299.3296201489262
14461,3,17,0,4,1,1,0.82,0.34,0.2239,30,535.466668691248
14462,3,18,0,4,1,1,0.8,0.38,0.1343,30,535.9719626607255
14463,3,19,0,4,1,1,0.76,0.48,0.1343,30,390.08151452066363
14464,3,20,0,4,1,1,0.74,0.58,0.1642,30,294.14612219521854
14465,3,21,0,4,1,1,0.72,0.66,0.1343,30,222.95143820403916
14466,3,22,0,4,1,1,0.7,0.7,0.0,30,173.52926934758818
14467,3,23,0,4,1,1,0.7,0.74,0.1045,30,111.45239598292711
14468,3,0,0,5,1,1,0.68,0.83,0.1642,31,59.682850153508504
14469,3,1,0,5,1,1,0.68,0.83,0.1642,31,27.207628873538965
14470,3,2,0,5,1,1,0.66,0.89,0.1343,31,16.56111922502702
14471,3,3,0,5,1,1,0.66,0.89,0.1045,31,7.057292100963558
14472,3,4,0,5,1,1,0.64,0.89,0.1343,31,6.853900758325821
14473,3,5,0,5,1,1,0.64,0.89,0.1642,31,24.794412092408162
14474,3,6,0,5,1,2,0.64,0.89,0.1642,31,100.07329206970562
14475,3,7,0,5,1,2,0.64,0.89,0.0896,31,291.8320115744454
14476,3,8,0,5,1,2,0.7,0.74,0.0,31,441.0354504061185
14477,3,9,0,5,1,1,0.74,0.7,0.0,31,216.75605816876137
14478,3,10,0,5,1,1,0.76,0.62,0.0896,31,193.38134450616045
14479,3,11,0,5,1,1,0.86,0.28,0.2985,31,212.5383460177103
14480,3,12,0,5,1,1,0.86,0.26,0.2537,31,243.39290801969176
14481,3,13,0,5,1,1,0.88,0.27,0.3284,31,245.12254794906224
14482,3,14,0,5,1,1,0.9,0.25,0.2239,31,239.55628088897353
14483,3,15,0,5,1,1,0.9,0.27,0.2985,31,241.803935176849
14484,3,16,0,5,1,1,0.9,0.27,0.2537,31,345.76898391948185
14485,3,17,0,5,1,1,0.88,0.32,0.1642,31,516.285222425944
14486,3,18,0,5,1,1,0.86,0.36,0.2537,31,531.3356270142624
14487,3,19,0,5,1,1,0.8,0.49,0.1343,31,382.55868103541974
14488,3,20,0,5,1,1,0.8,0.49,0.1343,31,276.32520689671264
14489,3,21,0,5,1,1,0.76,0.58,0.194,31,221.4301715507863
14490,3,22,0,5,1,1,0.76,0.58,0.194,31,178.73269064176347
14491,3,23,0,5,1,1,0.74,0.62,0.1045,31,146.89105705418376
14492,3,0,0,6,0,1,0.74,0.62,0.1045,1,116.68338273999328
14493,3,1,0,6,0,1,0.72,0.74,0.1343,1,80.75450907878563
14494,3,2,0,6,0,1,0.7,0.7,0.1642,1,59.53990132710877
14495,3,3,0,6,0,1,0.7,0.7,0.1045,1,30.815911003975405
14496,3,4,0,6,0,1,0.7,0.7,0.0,1,10.327405065461283
14497,3,5,0,6,0,1,0.68,0.79,0.0,1,11.25122249151267
14498,3,6,0,6,0,1,0.68,0.79,0.0,1,34.27500784566444
14499,3,7,0,6,0,2,0.74,0.58,0.1343,1,48.279444011898384
14500,3,8,0,6,0,2,0.76,0.58,0.2537,1,124.99483019555042
14501,3,9,0,6,0,2,0.76,0.58,0.194,1,207.1409234731838
14502,3,10,0,6,0,2,0.78,0.55,0.194,1,302.9102598808235
14503,3,11,0,6,0,2,0.8,0.55,0.2239,1,336.6073147759691
14504,3,12,0,6,0,2,0.8,0.55,0.1642,1,370.9166556425947
14505,3,13,0,6,0,2,0.82,0.52,0.0896,1,370.99857852759936
14506,3,14,0,6,0,2,0.86,0.44,0.1642,1,353.3194575598108
14507,3,15,0,6,0,2,0.86,0.44,0.2836,1,353.31836232171565
14508,3,16,0,6,0,2,0.84,0.49,0.1642,1,383.2992657132977
14509,3,17,0,6,0,2,0.82,0.52,0.0,1,367.5538374388664
14510,3,18,0,6,0,2,0.82,0.52,0.0,1,365.20393534232625
14511,3,19,0,6,0,3,0.78,0.62,0.0,1,301.56049403809027
14512,3,20,0,6,0,3,0.76,0.67,0.2537,1,250.95370366156695
14513,3,21,0,6,0,3,0.64,0.89,0.0,1,73.98549035874257
14514,3,22,0,6,0,2,0.66,0.89,0.0,1,154.18735954565338
14515,3,23,0,6,0,1,0.66,0.89,0.0896,1,141.9939479657631
14516,3,0,0,0,0,2,0.66,0.89,0.0896,2,113.7870519852684
14517,3,1,0,0,0,1,0.66,0.89,0.0,2,78.89273901722852
14518,3,2,0,0,0,1,0.66,0.89,0.0,2,70.84757110728663
14519,3,3,0,0,0,1,0.66,0.89,0.0896,2,32.9724250268218
14520,3,4,0,0,0,1,0.66,0.89,0.0,2,9.669151309981709
14521,3,5,0,0,0,1,0.66,0.89,0.0,2,10.154810504446655
14522,3,6,0,0,0,2,0.66,0.89,0.0,2,13.560190051954205
14523,3,7,0,0,0,1,0.66,0.94,0.0896,2,43.75637307148012
14524,3,8,0,0,0,1,0.68,0.89,0.0896,2,95.39089472102258
14525,3,9,0,0,0,2,0.7,0.84,0.0,2,185.15271290951722
14526,3,10,0,0,0,2,0.72,0.79,0.0,2,295.1521052699474
14527,3,11,0,0,0,2,0.74,0.7,0.0,2,340.84027511011857
14528,3,12,0,0,0,3,0.74,0.7,0.0,2,343.21982682628686
14529,3,13,0,0,0,3,0.72,0.74,0.0896,2,346.3528057900026
14530,3,14,0,0,0,3,0.72,0.79,0.0896,2,306.85379789426185
14531,3,15,0,0,0,3,0.74,0.74,0.1343,2,350.9852826453193
14532,3,16,0,0,0,1,0.74,0.7,0.0,2,397.6882938367735
14533,3,17,0,0,0,1,0.76,0.66,0.0896,2,361.0787972707162
14534,3,18,0,0,0,1,0.74,0.74,0.0,2,335.97103513309787
14535,3,19,0,0,0,2,0.7,0.84,0.2239,2,260.8049953514382
14536,3,20,0,0,0,2,0.7,0.84,0.1642,2,203.19211416700549
14537,3,21,0,0,0,1,0.7,0.7,0.1642,2,189.3071402589089
14538,3,22,0,0,0,3,0.68,0.83,0.1343,2,106.25872674059649
14539,3,23,0,0,0,3,0.66,0.89,0.0896,2,59.624707438184835
14540,3,0,1,1,0,2,0.66,0.94,0.0,3,101.46525011756741
14541,3,1,1,1,0,2,0.68,0.89,0.1642,3,71.2745560519191
14542,3,2,1,1,0,1,0.66,0.89,0.1045,3,50.60309502875573
14543,3,3,1,1,0,1,0.66,0.89,0.1343,3,24.752428942905954
14544,3,4,1,1,0,1,0.66,0.89,0.0896,3,9.118771450073215
14545,3,5,1,1,0,1,0.66,0.89,0.0,3,10.619845806202548
14546,3,6,1,1,0,1,0.66,0.94,0.0,3,31.734742110557896
14547,3,7,1,1,0,1,0.68,0.85,0.0,3,82.0860067362697
14548,3,8,1,1,0,2,0.7,0.84,0.1045,3,160.9772415149468
14549,3,9,1,1,0,2,0.7,0.84,0.1343,3,205.08507899988817
14550,3,10,1,1,0,2,0.74,0.74,0.2239,3,289.0503656679225
14551,3,11,1,1,0,2,0.74,0.7,0.2836,3,325.3454376454853
14552,3,12,1,1,0,2,0.76,0.62,0.2985,3,364.74844149685384
14553,3,13,1,1,0,2,0.76,0.66,0.2537,3,363.6786899657739
14554,3,14,1,1,0,1,0.74,0.7,0.2985,3,361.55957034218807
14555,3,15,1,1,0,1,0.74,0.7,0.2239,3,361.4139860167912
14556,3,16,1,1,0,1,0.74,0.7,0.2239,3,372.7903979728699
14557,3,17,1,1,0,1,0.74,0.7,0.1343,3,364.55602886761625
14558,3,18,1,1,0,1,0.74,0.66,0.1642,3,365.0056296022844
14559,3,19,1,1,0,1,0.72,0.74,0.194,3,318.44784228636723
14560,3,20,1,1,0,1,0.72,0.76,0.1045,3,272.5931729103895
14561,3,21,1,1,0,1,0.72,0.76,0.1045,3,285.46580596228995
14562,3,22,1,1,0,2,0.7,0.84,0.1343,3,161.49711866597036
14563,3,23,1,1,0,2,0.7,0.84,0.2537,3,103.82991866338547
14564,3,0,0,2,1,2,0.7,0.84,0.2537,4,28.646506843074782
14565,3,1,0,2,1,1,0.68,0.82,0.1343,4,16.02937492302632
14566,3,2,0,2,1,1,0.68,0.82,0.1343,4,7.9082449164980675
14567,3,3,0,2,1,2,0.66,0.89,0.0896,4,5.132684449630998
14568,3,4,0,2,1,2,0.66,0.89,0.0,4,5.267817113118975
14569,3,5,0,2,1,2,0.66,0.89,0.0,4,21.52551038425225
14570,3,6,0,2,1,2,0.68,0.89,0.1045,4,111.79776940241847
14571,3,7,0,2,1,2,0.68,0.89,0.1045,4,294.07157891223557
14572,3,8,0,2,1,1,0.7,0.84,0.1642,4,430.0110722900417
14573,3,9,0,2,1,2,0.72,0.79,0.2239,4,209.7736501824411
14574,3,10,0,2,1,2,0.72,0.74,0.2537,4,146.19925341120592
14575,3,11,0,2,1,2,0.74,0.7,0.2836,4,148.03118412894005
14576,3,12,0,2,1,1,0.76,0.7,0.2836,4,183.62797309919466
14577,3,13,0,2,1,1,0.8,0.55,0.4478,4,183.57179701334275
14578,3,14,0,2,1,1,0.8,0.55,0.4179,4,183.57179701334275
14579,3,15,0,2,1,1,0.8,0.59,0.4627,4,183.52298519516094
14580,3,16,0,2,1,1,0.76,0.7,0.4179,4,286.44497897094
14581,3,17,0,2,1,1,0.76,0.7,0.3582,4,538.8997291754397
14582,3,18,0,2,1,1,0.76,0.75,0.2239,4,530.4592702384244
14583,3,19,0,2,1,1,0.76,0.7,0.2239,4,383.120133999966
14584,3,20,0,2,1,1,0.74,0.7,0.2537,4,293.46779825065136
14585,3,21,0,2,1,1,0.74,0.74,0.2537,4,224.5040138522531
14586,3,22,0,2,1,1,0.74,0.7,0.2836,4,149.91364570464498
14587,3,23,0,2,1,1,0.72,0.74,0.2985,4,86.3885898309769
14588,3,0,0,3,1,1,0.72,0.74,0.2537,5,36.84054318799738
14589,3,1,0,3,1,1,0.7,0.84,0.194,5,15.93472231932726
14590,3,2,0,3,1,1,0.7,0.84,0.194,5,7.82623884825267
14591,3,3,0,3,1,1,0.7,0.79,0.2836,5,5.455228067601286
14592,3,4,0,3,1,1,0.7,0.79,0.2836,5,5.582939647233221
14593,3,5,0,3,1,2,0.7,0.79,0.2985,5,21.949244535804336
14594,3,6,0,3,1,1,0.7,0.79,0.2836,5,104.63623112832425
14595,3,7,0,3,1,2,0.7,0.79,0.2537,5,260.6383684892525
14596,3,8,0,3,1,1,0.72,0.74,0.194,5,435.28866106239775
14597,3,9,0,3,1,1,0.74,0.7,0.2537,5,209.684183794397
14598,3,10,0,3,1,2,0.76,0.7,0.1642,5,146.22166516380423
14599,3,11,0,3,1,2,0.78,0.62,0.1642,5,147.93337035348682
14600,3,12,0,3,1,1,0.78,0.7,0.1045,5,183.52059842821586
14601,3,13,0,3,1,1,0.8,0.63,0.1642,5,183.4168267013024
14602,3,14,0,3,1,1,0.82,0.56,0.1045,5,183.4794469362788
14603,3,15,0,3,1,1,0.78,0.7,0.194,5,183.52059842821586
14604,3,16,0,3,1,1,0.76,0.7,0.2537,5,294.22675274022583
14605,3,17,0,3,1,1,0.76,0.66,0.2537,5,539.6818123289788
14606,3,18,0,3,1,1,0.76,0.75,0.194,5,530.4592702384244
14607,3,19,0,3,1,1,0.74,0.7,0.1642,5,382.9051510216651
14608,3,20,0,3,1,1,0.72,0.84,0.1642,5,235.26655862490944
14609,3,21,0,3,1,1,0.72,0.79,0.0,5,211.26090387845363
14610,3,22,0,3,1,1,0.72,0.79,0.0,5,166.8119917101193
14611,3,23,0,3,1,1,0.7,0.84,0.0896,5,95.09999555035982
14612,3,0,0,4,1,2,0.7,0.84,0.0896,6,37.89151597162618
14613,3,1,0,4,1,2,0.7,0.84,0.0,6,17.63179119229784
14614,3,2,0,4,1,1,0.72,0.79,0.0,6,8.08949390537489
14615,3,3,0,4,1,1,0.7,0.84,0.1045,6,5.549157190261905
14616,3,4,0,4,1,2,0.7,0.84,0.0896,6,5.442866978975374
14617,3,5,0,4,1,2,0.7,0.84,0.194,6,21.99569934053971
14618,3,6,0,4,1,2,0.7,0.84,0.0896,6,112.80638745244651
14619,3,7,0,4,1,2,0.7,0.84,0.1045,6,296.2522032080233
14620,3,8,0,4,1,3,0.7,0.79,0.0,6,281.7134489817481
14621,3,9,0,4,1,3,0.66,0.94,0.1343,6,123.31707144800968
14622,3,10,0,4,1,3,0.66,0.94,0.1343,6,79.4811566106876
14623,3,11,0,4,1,3,0.7,0.84,0.1642,6,97.95656284360828
14624,3,12,0,4,1,2,0.72,0.79,0.2239,6,182.9992886957297
14625,3,13,0,4,1,2,0.72,0.79,0.1045,6,182.9992886957297
14626,3,14,0,4,1,1,0.74,0.74,0.0896,6,183.6128641673815
14627,3,15,0,4,1,1,0.74,0.66,0.194,6,183.65686959959692
14628,3,16,0,4,1,1,0.74,0.7,0.2239,6,295.5377360388486
14629,3,17,0,4,1,1,0.74,0.7,0.2537,6,542.1325306564113
14630,3,18,0,4,1,1,0.72,0.7,0.2537,6,550.6398219557718
14631,3,19,0,4,1,1,0.68,0.74,0.2537,6,365.28105525888253
14632,3,20,0,4,1,1,0.66,0.78,0.2239,6,283.9242428988856
14633,3,21,0,4,1,1,0.64,0.89,0.1642,6,151.1108372797633
14634,3,22,0,4,1,1,0.64,0.89,0.1642,6,153.9371453928847
14635,3,23,0,4,1,1,0.64,0.89,0.1642,6,101.3524956038978
14636,3,0,0,5,1,1,0.64,0.89,0.1343,7,41.859101742530875
14637,3,1,0,5,1,1,0.62,0.88,0.1045,7,25.844233887694227
14638,3,2,0,5,1,1,0.62,0.83,0.0896,7,15.050475732711702
14639,3,3,0,5,1,1,0.62,0.83,0.0896,7,6.923253531744302
14640,3,4,0,5,1,1,0.62,0.88,0.0,7,6.849529773521535
14641,3,5,0,5,1,1,0.62,0.88,0.0,7,25.05303418963097
14642,3,6,0,5,1,1,0.62,0.88,0.1045,7,105.12193865231268
14643,3,7,0,5,1,1,0.64,0.89,0.1045,7,303.75189535172217
14644,3,8,0,5,1,1,0.66,0.83,0.1045,7,430.1955746099825
14645,3,9,0,5,1,1,0.7,0.79,0.1343,7,216.8341921045189
14646,3,10,0,5,1,1,0.72,0.74,0.1343,7,193.9899480246708
14647,3,11,0,5,1,1,0.76,0.62,0.1343,7,194.52254059287333
14648,3,12,0,5,1,1,0.78,0.59,0.1642,7,225.06757636653958
14649,3,13,0,5,1,1,0.8,0.59,0.2537,7,224.92119873781377
14650,3,14,0,5,1,1,0.8,0.59,0.2537,7,224.92119873781377
14651,3,15,0,5,1,1,0.8,0.55,0.2537,7,225.01042517570554
14652,3,16,0,5,1,1,0.8,0.55,0.2836,7,337.9949188298708
14653,3,17,0,5,1,1,0.78,0.59,0.3284,7,535.2865859994764
14654,3,18,0,5,1,1,0.76,0.62,0.2985,7,535.0478958031043
14655,3,19,0,5,1,1,0.74,0.62,0.2836,7,380.8119822467803
14656,3,20,0,5,1,1,0.72,0.66,0.2239,7,279.40638073794537
14657,3,21,0,5,1,1,0.7,0.74,0.1642,7,222.33639692274522
14658,3,22,0,5,1,1,0.7,0.74,0.2239,7,177.0148630442311
14659,3,23,0,5,1,1,0.66,0.89,0.2537,7,131.2054751336408
14660,3,0,0,6,0,1,0.66,0.89,0.2537,8,98.79673844569058
14661,3,1,0,6,0,2,0.66,0.89,0.2836,8,70.00309361568725
14662,3,2,0,6,0,1,0.66,0.89,0.3284,8,58.061095986380984
14663,3,3,0,6,0,2,0.66,0.89,0.2239,8,30.95442315817047
14664,3,4,0,6,0,2,0.66,0.94,0.2239,8,7.423079715369072
14665,3,5,0,6,0,2,0.66,0.94,0.2537,8,7.977432434162274
14666,3,6,0,6,0,2,0.66,0.89,0.2836,8,22.18372381980918
14667,3,7,0,6,0,1,0.66,0.89,0.2836,8,49.56504163977396
14668,3,8,0,6,0,1,0.7,0.79,0.3284,8,128.17758813912656
14669,3,9,0,6,0,1,0.7,0.74,0.3881,8,189.60506791629808
14670,3,10,0,6,0,1,0.74,0.7,0.3881,8,296.1349848513967
14671,3,11,0,6,0,1,0.76,0.62,0.4478,8,330.5401307709812
14672,3,12,0,6,0,1,0.8,0.55,0.4925,8,367.6002148450975
14673,3,13,0,6,0,1,0.82,0.52,0.5224,8,366.60808837070823
14674,3,14,0,6,0,1,0.82,0.52,0.4478,8,370.8830558565103
14675,3,15,0,6,0,3,0.56,0.88,0.2537,8,183.66793268270519
14676,3,16,0,6,0,3,0.56,0.88,0.194,8,190.4809969796832
14677,3,17,0,6,0,3,0.58,0.83,0.194,8,240.78700632664066
14678,3,18,0,6,0,3,0.58,0.83,0.1343,8,240.49249600780658
14679,3,19,0,6,0,3,0.58,0.88,0.1045,8,232.31563674000452
14680,3,20,0,6,0,2,0.58,0.88,0.0896,8,197.7821657591369
14681,3,21,0,6,0,2,0.6,0.83,0.1642,8,176.6996601426601
14682,3,22,0,6,0,2,0.58,0.78,0.2985,8,175.5903355678272
14683,3,23,0,6,0,2,0.58,0.73,0.1642,8,141.6053198713151
14684,3,0,0,0,0,2,0.56,0.73,0.194,9,115.06445864613572
14685,3,1,0,0,0,1,0.56,0.73,0.2239,9,93.4656872943499
14686,3,2,0,0,0,1,0.54,0.77,0.2836,9,74.4539613109545
14687,3,3,0,0,0,1,0.54,0.73,0.2239,9,33.62813635312376
14688,3,4,0,0,0,1,0.52,0.77,0.2537,9,9.76747077601547
14689,3,5,0,0,0,1,0.52,0.77,0.194,9,10.79342208948795
14690,3,6,0,0,0,1,0.52,0.77,0.194,9,20.573892296887664
14691,3,7,0,0,0,1,0.54,0.73,0.1642,9,45.714455334177025
14692,3,8,0,0,0,1,0.58,0.68,0.2239,9,98.6244049488544
14693,3,9,0,0,0,1,0.62,0.61,0.2537,9,184.7119797237818
14694,3,10,0,0,0,1,0.64,0.57,0.2985,9,303.04706118869035
14695,3,11,0,0,0,1,0.66,0.47,0.2537,9,338.86426894101254
14696,3,12,0,0,0,1,0.66,0.47,0.0,9,376.7999969400389
14697,3,13,0,0,0,1,0.68,0.39,0.0,9,376.95797758645597
14698,3,14,0,0,0,1,0.72,0.3,0.2836,9,376.2774597889433
14699,3,15,0,0,0,1,0.72,0.32,0.2537,9,376.2774597889433
14700,3,16,0,0,0,1,0.68,0.36,0.2836,9,394.3588964392988
14701,3,17,0,0,0,1,0.7,0.37,0.2537,9,368.54263972685186
14702,3,18,0,0,0,1,0.66,0.36,0.2537,9,371.13268118321935
14703,3,19,0,0,0,1,0.66,0.36,0.2537,9,335.8857725153341
14704,3,20,0,0,0,1,0.62,0.41,0.2836,9,259.7389895878816
14705,3,21,0,0,0,1,0.6,0.46,0.2239,9,190.58347849036562
14706,3,22,0,0,0,1,0.58,0.49,0.2537,9,135.64230251553957
14707,3,23,0,0,0,1,0.56,0.52,0.2836,9,68.84334333893828
14708,3,0,0,1,1,1,0.56,0.52,0.2836,10,31.857406840906037
14709,3,1,0,1,1,1,0.54,0.6,0.194,10,15.149637321644853
14710,3,2,0,1,1,1,0.54,0.6,0.3582,10,9.209285841301037
14711,3,3,0,1,1,1,0.52,0.68,0.2836,10,5.088861951658434
14712,3,4,0,1,1,1,0.52,0.68,0.2836,10,5.194994717308634
14713,3,5,0,1,1,1,0.5,0.72,0.2537,10,24.930711581681265
14714,3,6,0,1,1,1,0.5,0.72,0.1343,10,112.61997948056124
14715,3,7,0,1,1,1,0.52,0.68,0.2239,10,312.8245980484049
14716,3,8,0,1,1,1,0.56,0.6,0.2836,10,419.888019053308
14717,3,9,0,1,1,1,0.6,0.53,0.2985,10,217.3173184685621
14718,3,10,0,1,1,1,0.62,0.5,0.2836,10,146.55900154413135
14719,3,11,0,1,1,1,0.62,0.43,0.2985,10,149.21225859728514
14720,3,12,0,1,1,1,0.64,0.44,0.3881,10,184.23256240583686
14721,3,13,0,1,1,1,0.64,0.38,0.2239,10,184.5540309666936
14722,3,14,0,1,1,1,0.66,0.36,0.2836,10,185.09151249491094
14723,3,15,0,1,1,1,0.66,0.31,0.3881,10,185.13137345916567
14724,3,16,0,1,1,1,0.66,0.34,0.3284,10,300.04576476347074
14725,3,17,0,1,1,1,0.66,0.34,0.3284,10,553.5812399743136
14726,3,18,0,1,1,1,0.62,0.35,0.2985,10,553.3932282569996
14727,3,19,0,1,1,1,0.62,0.38,0.2985,10,390.65611443397444
