instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,dy,pred
15083,4,1,9,15,0,2,1,1,0.66,0.6212,0.36,0.3284,25,369.42456736044574
15084,4,1,9,16,0,2,1,1,0.66,0.6212,0.39,0.2985,25,370.84281993914783
15085,4,1,9,17,0,2,1,1,0.66,0.6212,0.39,0.2836,25,377.0554703999542
15086,4,1,9,18,0,2,1,1,0.64,0.6212,0.41,0.2239,25,378.3372891829051
15087,4,1,9,19,0,2,1,1,0.62,0.6212,0.5,0.2537,25,370.960537867688
15088,4,1,9,20,0,2,1,1,0.6,0.6212,0.56,0.2985,25,368.37818443457525
15089,4,1,9,21,0,2,1,1,0.6,0.6212,0.56,0.2985,25,374.893425566641
15090,4,1,9,22,0,2,1,1,0.6,0.6212,0.56,0.2836,25,381.10607602744733
15091,4,1,9,23,0,2,1,1,0.6,0.6212,0.56,0.3284,25,388.53111998316524
15092,4,1,9,0,0,3,1,1,0.58,0.5455,0.64,0.2985,26,207.22398984545256
15093,4,1,9,1,0,3,1,1,0.58,0.5455,0.64,0.3284,26,214.34644312991117
15094,4,1,9,2,0,3,1,2,0.58,0.5455,0.64,0.2836,26,213.72203122752086
15095,4,1,9,3,0,3,1,2,0.58,0.5455,0.64,0.2836,26,220.23727235958654
15096,4,1,9,4,0,3,1,1,0.56,0.5303,0.73,0.2537,26,213.99336582834292
15097,4,1,9,5,0,3,1,1,0.56,0.5303,0.73,0.2239,26,219.90342561788992
15098,4,1,9,6,0,3,1,1,0.54,0.5152,0.73,0.194,26,220.92455473620157
15099,4,1,9,7,0,3,1,1,0.54,0.5152,0.77,0.1343,26,220.24103383872796
15100,4,1,9,8,0,3,1,1,0.56,0.5303,0.73,0.2985,26,240.96413318025813
15101,4,1,9,9,0,3,1,1,0.6,0.6061,0.64,0.194,26,280.25414271515035
15102,4,1,9,10,0,3,1,1,0.6,0.5909,0.73,0.2836,26,271.2350483596898
15103,4,1,9,11,0,3,1,1,0.64,0.6212,0.61,0.2537,26,304.90153932341457
15104,4,1,9,12,0,3,1,1,0.68,0.6364,0.61,0.2239,26,316.7519002186589
15105,4,1,9,13,0,3,1,1,0.7,0.6515,0.58,0.2239,26,332.6438176130564
15106,4,1,9,14,0,3,1,1,0.74,0.6667,0.48,0.2836,26,361.27767468230013
15107,4,1,9,15,0,3,1,1,0.74,0.6667,0.48,0.2985,26,368.09550648562526
15108,4,1,9,16,0,3,1,1,0.74,0.6667,0.45,0.2836,26,378.79793334740236
15109,4,1,9,17,0,3,1,1,0.74,0.6667,0.48,0.2985,26,381.12598874975674
15110,4,1,9,18,0,3,1,1,0.74,0.6667,0.48,0.2239,26,386.1262457156514
15111,4,1,9,19,0,3,1,1,0.7,0.6515,0.54,0.1642,26,376.5092394451667
15112,4,1,9,20,0,3,1,1,0.66,0.6212,0.69,0.194,26,351.38142353472836
15113,4,1,9,21,0,3,1,1,0.66,0.6212,0.65,0.194,26,363.88303320142177
15114,4,1,9,22,0,3,1,3,0.62,0.6061,0.69,0.194,26,346.0374609290018
15115,4,1,9,23,0,3,1,2,0.6,0.5758,0.78,0.2537,26,337.75410477059086
15116,4,1,9,0,0,4,1,1,0.6,0.5758,0.78,0.0896,27,192.298449335871
15117,4,1,9,1,0,4,1,1,0.6,0.5758,0.78,0.0896,27,198.81369046793668
15118,4,1,9,2,0,4,1,1,0.6,0.5758,0.78,0.0896,27,205.32893160000242
15119,4,1,9,3,0,4,1,1,0.6,0.5758,0.78,0.0,27,210.02456708476348
15120,4,1,9,4,0,4,1,1,0.56,0.5303,0.94,0.1343,27,181.63774342731352
15121,4,1,9,5,0,4,1,1,0.58,0.5455,0.83,0.0,27,206.80057688733055
15122,4,1,9,6,0,4,1,1,0.56,0.5303,0.88,0.0896,27,202.74000647960838
15123,4,1,9,7,0,4,1,1,0.6,0.5758,0.78,0.0,27,236.08553161302635
15124,4,1,9,8,0,4,1,1,0.62,0.6061,0.71,0.0896,27,263.6680351212749
15125,4,1,9,9,0,4,1,1,0.66,0.6212,0.65,0.0,27,283.2579678562279
15126,4,1,9,10,0,4,1,2,0.7,0.6515,0.51,0.2836,27,320.0543818321546
15127,4,1,9,11,0,4,1,2,0.72,0.6667,0.51,0.1642,27,329.05729249320495
15128,4,1,9,12,0,4,1,2,0.74,0.6667,0.48,0.1343,27,340.4829424607377
15129,4,1,9,13,0,4,1,2,0.74,0.6667,0.48,0.0,27,344.2708059317208
15130,4,1,9,14,0,4,1,2,0.76,0.6818,0.45,0.0896,27,361.982328973423
15131,4,1,9,15,0,4,1,2,0.76,0.6818,0.45,0.0,27,366.6779644581841
15132,4,1,9,16,0,4,1,2,0.72,0.6667,0.58,0.3284,27,354.49194303141064
15133,4,1,9,17,0,4,1,2,0.66,0.6212,0.69,0.2985,27,329.2256456418804
15134,4,1,9,18,0,4,1,2,0.66,0.6212,0.69,0.2239,27,334.2259026077751
15135,4,1,9,19,0,4,1,1,0.66,0.6212,0.65,0.1343,27,351.1377568379676
15136,4,1,9,20,0,4,1,2,0.64,0.6061,0.69,0.2239,27,342.3694850105454
15137,4,1,9,21,0,4,1,3,0.62,0.5758,0.83,0.2985,27,314.4460584335018
15138,4,1,9,22,0,4,1,3,0.62,0.5758,0.83,0.2985,27,320.9612995655675
15139,4,1,9,23,0,4,1,3,0.62,0.5758,0.83,0.1642,27,324.7491630365505
15140,4,1,9,0,0,5,1,3,0.6,0.5455,0.88,0.1642,28,160.14174393306385
15141,4,1,9,1,0,5,1,3,0.6,0.5455,0.88,0.0,28,163.32239525165394
15142,4,1,9,2,0,5,1,3,0.6,0.5455,0.88,0.2985,28,175.89960385827794
15143,4,1,9,3,0,5,1,2,0.6,0.5606,0.83,0.1343,28,196.65212133042817
15144,4,1,9,4,0,5,1,3,0.56,0.5303,0.88,0.1045,28,179.05001386071777
15145,4,1,9,5,0,5,1,1,0.56,0.5303,0.88,0.0,28,195.90275909582707
15146,4,1,9,6,0,5,1,2,0.56,0.5303,0.94,0.0896,28,189.02820286245216
15147,4,1,9,7,0,5,1,2,0.56,0.5303,0.94,0.0,28,193.72383834721327
15148,4,1,9,8,0,5,1,1,0.6,0.5606,0.83,0.0896,28,234.5504051877825
15149,4,1,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,28,240.05084329911173
15150,4,1,9,10,0,5,1,2,0.64,0.5909,0.78,0.1343,28,259.5411263033419
15151,4,1,9,11,0,5,1,2,0.66,0.6212,0.69,0.0,28,285.569830770517
15152,4,1,9,12,0,5,1,2,0.7,0.6515,0.54,0.2537,28,329.4854749385114
15153,4,1,9,13,0,5,1,2,0.7,0.6515,0.51,0.2537,28,340.4904924715478
15154,4,1,9,14,0,5,1,2,0.7,0.6515,0.54,0.2537,28,342.51595720264277
15155,4,1,9,15,0,5,1,2,0.68,0.6364,0.54,0.2836,28,344.75151062574037
15156,4,1,9,16,0,5,1,2,0.66,0.6212,0.5,0.2239,28,351.128270278714
15157,4,1,9,17,0,5,1,2,0.66,0.6212,0.54,0.2985,28,353.17212704232315
15158,4,1,9,18,0,5,1,2,0.64,0.6212,0.5,0.2239,28,363.1309079559562
15159,4,1,9,19,0,5,1,3,0.62,0.6212,0.5,0.2537,28,362.9936356328475
15160,4,1,9,20,0,5,1,3,0.6,0.6212,0.53,0.1642,28,362.17368093962284
15161,4,1,9,21,0,5,1,3,0.6,0.6212,0.53,0.194,28,369.29410341420726
15162,4,1,9,22,0,5,1,2,0.58,0.5455,0.53,0.2239,28,362.2721726353275
15163,4,1,9,23,0,5,1,2,0.56,0.5303,0.56,0.194,28,358.7779686952215
15164,4,1,9,0,0,6,0,1,0.54,0.5152,0.6,0.2239,29,206.85269115503797
15165,4,1,9,1,0,6,0,1,0.54,0.5152,0.6,0.2239,29,213.36793228710366
15166,4,1,9,2,0,6,0,2,0.54,0.5152,0.56,0.2239,29,219.63969174299328
15167,4,1,9,3,0,6,0,2,0.52,0.5,0.59,0.194,29,216.14548780288732
15168,4,1,9,4,0,6,0,1,0.52,0.5,0.59,0.2537,29,230.10297264066847
15169,4,1,9,5,0,6,0,1,0.5,0.4848,0.63,0.194,29,224.50699522438688
15170,4,1,9,6,0,6,0,1,0.5,0.4848,0.63,0.2537,29,232.23462985136428
15171,4,1,9,7,0,6,0,1,0.48,0.4697,0.67,0.2836,29,228.48381473983414
15172,4,1,9,8,0,6,0,1,0.5,0.4848,0.68,0.2836,29,238.38936359960408
15173,4,1,9,9,0,6,0,1,0.5,0.4848,0.63,0.194,29,250.56795975264978
15174,4,1,9,10,0,6,0,1,0.54,0.5152,0.56,0.2537,29,278.5966523528414
15175,4,1,9,11,0,6,0,1,0.56,0.5303,0.52,0.2836,29,296.5923740332888
15176,4,1,9,12,0,6,0,1,0.62,0.6212,0.41,0.2985,29,346.18725468667935
15177,4,1,9,13,0,6,0,1,0.62,0.6212,0.41,0.2985,29,352.7024958187451
15178,4,1,9,14,0,6,0,1,0.6,0.6212,0.4,0.2537,29,358.7766816739261
15179,4,1,9,15,0,6,0,1,0.6,0.6212,0.43,0.2537,29,360.80214640502106
15180,4,1,9,16,0,6,0,1,0.62,0.6212,0.41,0.2537,29,371.3384163912899
15181,4,1,9,17,0,6,0,1,0.6,0.6212,0.38,0.3582,29,383.437785656001
15182,4,1,9,18,0,6,0,1,0.56,0.5303,0.46,0.194,29,349.3590091123857
15183,4,1,9,19,0,6,0,1,0.52,0.5,0.55,0.1642,29,332.0003833188514
15184,4,1,9,20,0,6,0,1,0.52,0.5,0.55,0.194,29,339.1208057934358
15185,4,1,9,21,0,6,0,1,0.52,0.5,0.55,0.1343,29,344.42365343058987
15186,4,1,9,22,0,6,0,1,0.5,0.4848,0.63,0.1045,29,333.4485196320736
15187,4,1,9,23,0,6,0,1,0.5,0.4848,0.59,0.0896,29,345.64753862750763
15188,4,1,9,0,0,0,0,1,0.5,0.4848,0.59,0.0,30,184.60975665643844
15189,4,1,9,1,0,0,0,1,0.5,0.4848,0.59,0.0,30,191.12499778850412
15190,4,1,9,2,0,0,0,1,0.48,0.4697,0.63,0.0,30,186.76697052458104
15191,4,1,9,3,0,0,0,1,0.46,0.4545,0.67,0.0896,30,184.2029922505157
15192,4,1,9,4,0,0,0,1,0.46,0.4545,0.67,0.0896,30,190.71823338258145
15193,4,1,9,5,0,0,0,1,0.44,0.4394,0.72,0.0,30,183.04400833769682
15194,4,1,9,6,0,0,0,1,0.44,0.4394,0.72,0.0896,30,191.37885511706716
15195,4,1,9,7,0,0,0,1,0.44,0.4394,0.77,0.0,30,188.5915299335437
15196,4,1,9,8,0,0,0,1,0.48,0.4697,0.67,0.1045,30,221.9942451009116
15197,4,1,9,9,0,0,0,1,0.52,0.5,0.63,0.1045,30,244.2952111477741
15198,4,1,9,10,0,0,0,1,0.58,0.5455,0.46,0.1642,30,292.176724945896
15199,4,1,9,11,0,0,0,1,0.6,0.6212,0.43,0.2239,30,324.76837024798635
15200,4,1,9,12,0,0,0,1,0.62,0.6212,0.41,0.2985,30,336.81962440042616
15201,4,1,9,13,0,0,0,1,0.62,0.6212,0.41,0.2537,30,342.4250627088395
15202,4,1,9,14,0,0,0,1,0.62,0.6212,0.41,0.2537,30,348.94030384090524
15203,4,1,9,15,0,0,0,1,0.64,0.6212,0.36,0.2537,30,363.96635022814485
15204,4,1,9,16,0,0,0,1,0.64,0.6212,0.36,0.2239,30,369.8764100176918
15205,4,1,9,17,0,0,0,1,0.62,0.6212,0.35,0.2836,30,378.07279219143686
15206,4,1,9,18,0,0,0,1,0.52,0.5,0.59,0.4478,30,315.8905201692037
15207,4,1,9,19,0,0,0,3,0.5,0.4848,0.72,0.1343,30,279.2113176676222
15208,4,1,9,20,0,0,0,3,0.5,0.4848,0.72,0.1343,30,285.72655879968795
15209,4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0.0,30,307.96049122690624
15210,4,1,9,22,0,0,0,1,0.48,0.4697,0.72,0.0,30,303.60246396298305
15211,4,1,9,23,0,0,0,1,0.48,0.4697,0.72,0.0896,30,311.93731074235336
15212,4,1,10,0,0,1,1,1,0.46,0.4545,0.72,0.1045,1,161.75065973243335
15213,4,1,10,1,0,1,1,1,0.44,0.4394,0.77,0.0896,1,155.59344966359401
15214,4,1,10,2,0,1,1,1,0.46,0.4545,0.72,0.0,1,172.6589456780008
15215,4,1,10,3,0,1,1,1,0.44,0.4394,0.77,0.0,1,166.80432628042087
15216,4,1,10,4,0,1,1,1,0.42,0.4242,0.82,0.1045,1,163.04634654395795
15217,4,1,10,5,0,1,1,1,0.44,0.4394,0.77,0.0,1,179.8348085445523
15218,4,1,10,6,0,1,1,1,0.44,0.4394,0.77,0.1045,1,188.47224599518188
15219,4,1,10,7,0,1,1,1,0.44,0.4394,0.77,0.1642,1,196.1998806221593
15220,4,1,10,8,0,1,1,2,0.46,0.4545,0.77,0.1045,1,200.15977790987068
15221,4,1,10,9,0,1,1,2,0.52,0.5,0.63,0.0,1,240.2169254935463
15222,4,1,10,10,0,1,1,1,0.54,0.5152,0.56,0.0,1,268.3506182908221
15223,4,1,10,11,0,1,1,1,0.58,0.5455,0.46,0.0,1,299.63113713962605
15224,4,1,10,12,0,1,1,2,0.6,0.6212,0.43,0.1642,1,328.1151285494765
15225,4,1,10,13,0,1,1,2,0.6,0.6212,0.43,0.1642,1,334.6303696815422
15226,4,1,10,14,0,1,1,2,0.6,0.6212,0.43,0.1045,1,339.9332173186963
15227,4,1,10,15,0,1,1,2,0.62,0.6212,0.43,0.1343,1,348.08148438016997
15228,4,1,10,16,0,1,1,2,0.62,0.6212,0.46,0.2537,1,352.5317361010882
15229,4,1,10,17,0,1,1,3,0.56,0.5303,0.6,0.2537,1,305.550301771314
15230,4,1,10,18,0,1,1,3,0.56,0.5303,0.64,0.1045,1,303.04920603641017
15231,4,1,10,19,0,1,1,2,0.54,0.5152,0.68,0.1045,1,304.92102898329085
15232,4,1,10,20,0,1,1,3,0.54,0.5152,0.68,0.0,1,303.08422358598875
15233,4,1,10,21,0,1,1,2,0.54,0.5152,0.73,0.1343,1,311.0737319216564
15234,4,1,10,22,0,1,1,3,0.54,0.5152,0.77,0.0896,1,304.46498229451265
15235,4,1,10,23,0,1,1,3,0.54,0.5152,0.77,0.0,1,309.1606177792737
15236,4,1,10,0,0,2,1,2,0.56,0.5303,0.73,0.0,2,177.91078974414393
15237,4,1,10,1,0,2,1,2,0.54,0.5152,0.77,0.1045,2,175.67495879878481
15238,4,1,10,2,0,2,1,2,0.54,0.5152,0.77,0.1045,2,182.1901999308505
15239,4,1,10,3,0,2,1,2,0.54,0.5152,0.88,0.194,2,174.06050243012055
15240,4,1,10,4,0,2,1,2,0.56,0.5303,0.83,0.0896,2,190.82543858314222
15241,4,1,10,5,0,2,1,2,0.56,0.5303,0.83,0.1343,2,198.24845172898603
15242,4,1,10,6,0,2,1,3,0.58,0.5455,0.83,0.1045,2,202.8411178265372
15243,4,1,10,7,0,2,1,3,0.58,0.5455,0.83,0.1045,2,209.35635895860293
15244,4,1,10,8,0,2,1,3,0.6,0.5455,0.88,0.0,2,207.29428769070944
15245,4,1,10,9,0,2,1,3,0.58,0.5455,0.88,0.1343,2,215.5090618969685
15246,4,1,10,10,0,2,1,3,0.58,0.5455,0.88,0.1343,2,222.0243030290342
15247,4,1,10,11,0,2,1,3,0.58,0.5455,0.94,0.1343,2,219.55999135915846
15248,4,1,10,12,0,2,1,2,0.6,0.5455,0.88,0.194,2,243.52487358577028
15249,4,1,10,13,0,2,1,2,0.6,0.5455,0.88,0.1343,2,248.82772122292434
15250,4,1,10,14,0,2,1,3,0.6,0.5455,0.88,0.1343,2,249.11311214418632
15251,4,1,10,15,0,2,1,3,0.62,0.5758,0.83,0.1343,2,271.88282573781635
15252,4,1,10,16,0,2,1,3,0.62,0.5606,0.88,0.1343,2,267.0304942696788
15253,4,1,10,17,0,2,1,3,0.62,0.5606,0.88,0.1045,2,272.94055405922586
15254,4,1,10,18,0,2,1,3,0.62,0.5455,0.94,0.0896,2,266.31459644361894
15255,4,1,10,19,0,2,1,3,0.62,0.5455,0.94,0.0,2,271.01023192838
15256,4,1,10,20,0,2,1,3,0.62,0.5455,0.94,0.1343,2,280.2528507215284
15257,4,1,10,21,0,2,1,3,0.62,0.5455,0.94,0.1045,2,286.16291051107544
15258,4,1,10,22,0,2,1,2,0.62,0.5455,0.94,0.1045,2,298.90800185394494
15259,4,1,10,23,0,2,1,2,0.62,0.5455,0.94,0.0,2,303.3010466674466
15260,4,1,10,0,0,3,1,3,0.62,0.5455,0.94,0.0,3,148.71824981472056
15261,4,1,10,1,0,3,1,2,0.62,0.5455,0.94,0.0,3,161.46334115759007
15262,4,1,10,2,0,3,1,2,0.62,0.5455,0.94,0.0,3,167.97858228965575
15263,4,1,10,3,0,3,1,2,0.6,0.5152,0.94,0.0,3,165.7223116284417
15264,4,1,10,4,0,3,1,2,0.6,0.5,1.0,0.0,3,159.37338802664723
15265,4,1,10,5,0,3,1,2,0.62,0.5455,0.94,0.1045,3,189.64650200441685
15266,4,1,10,6,0,3,1,2,0.6,0.5152,0.94,0.1343,3,187.99541268572145
15267,4,1,10,7,0,3,1,2,0.6,0.5152,0.94,0.194,3,195.7230473126988
15268,4,1,10,8,0,3,1,2,0.62,0.5606,0.88,0.1045,3,222.0308334770273
15269,4,1,10,9,0,3,1,2,0.62,0.5758,0.83,0.194,3,241.73122204672657
15270,4,1,10,10,0,3,1,1,0.66,0.6061,0.78,0.1642,3,271.1534490955311
15271,4,1,10,11,0,3,1,1,0.66,0.6061,0.78,0.1642,3,277.6686902275967
15272,4,1,10,12,0,3,1,2,0.7,0.6515,0.7,0.1045,3,302.3728363778433
15273,4,1,10,13,0,3,1,2,0.7,0.6667,0.74,0.1045,3,306.7863209072
15274,4,1,10,14,0,3,1,2,0.72,0.6818,0.7,0.1642,3,325.3872239301662
15275,4,1,10,15,0,3,1,2,0.72,0.6818,0.62,0.1642,3,343.8752021314872
15276,4,1,10,16,0,3,1,2,0.72,0.6667,0.58,0.0,3,349.1831667102331
15277,4,1,10,17,0,3,1,1,0.7,0.6515,0.65,0.0,3,346.5396565986963
15278,4,1,10,18,0,3,1,1,0.7,0.6515,0.65,0.0,3,353.05489773076204
15279,4,1,10,19,0,3,1,1,0.7,0.6515,0.65,0.0,3,359.57013886282766
15280,4,1,10,20,0,3,1,1,0.7,0.6515,0.65,0.0,3,366.0853799948934
15281,4,1,10,21,0,3,1,2,0.66,0.6212,0.74,0.0,3,343.102085333074
15282,4,1,10,22,0,3,1,1,0.66,0.6212,0.74,0.0,3,355.8471766759435
15283,4,1,10,23,0,3,1,2,0.66,0.6061,0.78,0.0,3,346.28714378810594
15284,4,1,10,0,0,4,1,3,0.64,0.5758,0.89,0.0,4,166.47032167187396
15285,4,1,10,1,0,4,1,2,0.62,0.5455,0.94,0.0,4,162.9609405531791
15286,4,1,10,2,0,4,1,1,0.64,0.5758,0.89,0.0,4,191.9605043576129
15287,4,1,10,3,0,4,1,2,0.62,0.5606,0.88,0.0,4,188.83003089372383
15288,4,1,10,4,0,4,1,2,0.64,0.5758,0.89,0.0,4,198.76113641094057
15289,4,1,10,5,0,4,1,3,0.64,0.5758,0.89,0.1045,4,201.1687236507665
15290,4,1,10,6,0,4,1,3,0.62,0.5455,0.94,0.0896,4,191.12690165000848
15291,4,1,10,7,0,4,1,2,0.64,0.5758,0.89,0.0896,4,220.12646545444235
15292,4,1,10,8,0,4,1,1,0.64,0.5758,0.89,0.0,4,231.05195115000723
15293,4,1,10,9,0,4,1,2,0.64,0.5758,0.89,0.194,4,235.27711322726347
15294,4,1,10,10,0,4,1,2,0.66,0.6061,0.83,0.1343,4,258.3310254596388
15295,4,1,10,11,0,4,1,2,0.7,0.6515,0.7,0.1045,4,297.35519464136667
15296,4,1,10,12,0,4,1,2,0.72,0.6667,0.54,0.194,4,334.5459412681812
15297,4,1,10,13,0,4,1,2,0.72,0.6667,0.58,0.3284,4,337.8042223365761
15298,4,1,10,14,0,4,1,1,0.7,0.6515,0.61,0.2537,4,339.6300657836217
15299,4,1,10,15,0,4,1,1,0.72,0.6667,0.54,0.2836,4,362.14112052248674
15300,4,1,10,16,0,4,1,1,0.7,0.6515,0.54,0.2836,4,363.7439051357444
15301,4,1,10,17,0,4,1,1,0.7,0.6515,0.51,0.2239,4,373.5365291738692
15302,4,1,10,18,0,4,1,1,0.66,0.6212,0.57,0.1045,4,358.8480741340011
15303,4,1,10,19,0,4,1,1,0.66,0.6212,0.57,0.1045,4,365.3633152660668
15304,4,1,10,20,0,4,1,1,0.64,0.6061,0.65,0.1045,4,355.01891946751607
15305,4,1,10,21,0,4,1,1,0.62,0.6061,0.69,0.0,4,352.3977511595009
15306,4,1,10,22,0,4,1,1,0.64,0.6212,0.47,0.1343,4,399.4522967544625
15307,4,1,10,23,0,4,1,1,0.6,0.6212,0.56,0.0896,4,389.53474749605937
15308,4,1,10,0,0,5,1,1,0.56,0.5303,0.73,0.0,5,188.63343814171475
15309,4,1,10,1,0,5,1,1,0.54,0.5152,0.68,0.1045,5,199.86693639926784
15310,4,1,10,2,0,5,1,1,0.54,0.5152,0.73,0.0896,5,198.59662619178965
15311,4,1,10,3,0,5,1,1,0.54,0.5152,0.73,0.0,5,203.2922616765508
15312,4,1,10,4,0,5,1,1,0.54,0.5152,0.77,0.0,5,203.82113427398883
15313,4,1,10,5,0,5,1,1,0.52,0.5,0.77,0.0,5,205.4239188872466
15314,4,1,10,6,0,5,1,1,0.52,0.5,0.83,0.0,5,202.95960721737083
15315,4,1,10,7,0,5,1,1,0.52,0.5,0.83,0.1045,5,211.59704466800048
15316,4,1,10,8,0,5,1,1,0.58,0.5455,0.64,0.0,5,259.1371529199607
15317,4,1,10,9,0,5,1,1,0.6,0.6061,0.6,0.0896,5,289.973547233629
15318,4,1,10,10,0,5,1,1,0.66,0.6212,0.54,0.0,5,310.59132455547126
15319,4,1,10,11,0,5,1,1,0.7,0.6515,0.48,0.194,5,339.82524602564183
15320,4,1,10,12,0,5,1,1,0.72,0.6515,0.42,0.1642,5,355.7427032040197
15321,4,1,10,13,0,5,1,1,0.7,0.6515,0.48,0.0,5,348.915957133779
15322,4,1,10,14,0,5,1,1,0.74,0.6515,0.37,0.2239,5,378.4963842182366
15323,4,1,10,15,0,5,1,1,0.72,0.6515,0.39,0.2537,5,381.5957778386179
15324,4,1,10,16,0,5,1,1,0.72,0.6515,0.37,0.0,5,385.95203858709135
15325,4,1,10,17,0,5,1,1,0.7,0.6364,0.42,0.1642,5,383.432009002987
15326,4,1,10,18,0,5,1,1,0.64,0.6212,0.57,0.1343,5,359.92301028521956
15327,4,1,10,19,0,5,1,1,0.62,0.5909,0.73,0.1642,5,334.3284776378878
15328,4,1,10,20,0,5,1,1,0.6,0.5758,0.78,0.1343,5,327.8666460879148
15329,4,1,10,21,0,5,1,1,0.6,0.5909,0.69,0.2239,5,353.5298773446692
15330,4,1,10,22,0,5,1,1,0.6,0.5909,0.73,0.2836,5,355.27114343701896
15331,4,1,10,23,0,5,1,1,0.58,0.5455,0.78,0.2239,5,340.46046333813683
15332,4,1,10,0,0,6,0,1,0.56,0.5303,0.83,0.1642,6,178.963581148741
15333,4,1,10,1,0,6,0,1,0.56,0.5303,0.83,0.2537,6,187.2963971182371
15334,4,1,10,2,0,6,0,1,0.56,0.5303,0.78,0.194,6,200.0822054236757
15335,4,1,10,3,0,6,0,1,0.54,0.5152,0.77,0.2239,6,203.81435098043016
15336,4,1,10,4,0,6,0,1,0.54,0.5152,0.83,0.2537,6,201.9552206530731
15337,4,1,10,5,0,6,0,1,0.54,0.5152,0.83,0.194,6,207.2580682902272
15338,4,1,10,6,0,6,0,1,0.54,0.5152,0.88,0.2537,6,207.50274224891996
15339,4,1,10,7,0,6,0,1,0.54,0.5152,0.83,0.2985,6,222.41074687292257
15340,4,1,10,8,0,6,0,1,0.56,0.5303,0.83,0.194,6,231.69069154778543
15341,4,1,10,9,0,6,0,1,0.6,0.5909,0.73,0.194,6,270.71487760297987
15342,4,1,10,10,0,6,0,1,0.62,0.6061,0.69,0.2836,6,289.9485494357858
15343,4,1,10,11,0,6,0,1,0.64,0.6061,0.65,0.2537,6,302.8707915369755
15344,4,1,10,12,0,6,0,1,0.7,0.6515,0.54,0.1045,6,337.50483404845545
15345,4,1,10,13,0,6,0,2,0.64,0.6212,0.57,0.5224,6,330.9600020660698
15346,4,1,10,14,0,6,0,2,0.6,0.6212,0.56,0.4179,6,334.79394983944997
15347,4,1,10,15,0,6,0,1,0.6,0.6212,0.46,0.4179,6,362.50496251888853
15348,4,1,10,16,0,6,0,1,0.6,0.6212,0.43,0.5224,6,375.6321763704889
15349,4,1,10,17,0,6,0,1,0.54,0.5152,0.49,0.3881,6,340.2668963852192
15350,4,1,10,18,0,6,0,1,0.52,0.5,0.48,0.4179,6,343.97145447465255
15351,4,1,10,19,0,6,0,1,0.48,0.4697,0.55,0.2239,6,326.27142313495654
15352,4,1,10,20,0,6,0,1,0.48,0.4697,0.55,0.2537,6,333.39184560954095
15353,4,1,10,21,0,6,0,1,0.46,0.4545,0.59,0.1343,6,326.5834746983477
15354,4,1,10,22,0,6,0,1,0.44,0.4394,0.62,0.1343,6,323.72203956808164
15355,4,1,10,23,0,6,0,1,0.44,0.4394,0.62,0.1343,6,330.23728070014727
15356,4,1,10,0,0,0,0,1,0.44,0.4394,0.62,0.1642,7,171.62631652877556
15357,4,1,10,1,0,0,0,1,0.44,0.4394,0.54,0.2239,7,191.32668822500827
15358,4,1,10,2,0,0,0,1,0.42,0.4242,0.62,0.1343,7,179.13713012170612
15359,4,1,10,3,0,0,0,2,0.44,0.4394,0.62,0.1343,7,184.33497756177604
15360,4,1,10,4,0,0,0,2,0.44,0.4394,0.54,0.2537,7,205.24774275292032
15361,4,1,10,5,0,0,0,2,0.44,0.4394,0.54,0.1343,7,209.33819689516275
15362,4,1,10,6,0,0,0,2,0.44,0.4394,0.54,0.194,7,217.0658315221401
15363,4,1,10,7,0,0,0,3,0.42,0.4242,0.58,0.1642,7,205.84721604744774
15364,4,1,10,8,0,0,0,3,0.42,0.4242,0.67,0.1343,7,198.28591582420827
15365,4,1,10,9,0,0,0,3,0.4,0.4091,0.71,0.1343,7,193.92788856028525
15366,4,1,10,10,0,0,0,2,0.42,0.4242,0.67,0.194,7,218.75864179405514
15367,4,1,10,11,0,0,0,2,0.42,0.4242,0.71,0.1045,7,217.46993955406285
15368,4,1,10,12,0,0,0,2,0.42,0.4242,0.71,0.0,7,221.86298436756462
15369,4,1,10,13,0,0,0,2,0.44,0.4394,0.72,0.0896,7,233.61369553208596
15370,4,1,10,14,0,0,0,2,0.44,0.4394,0.67,0.0,7,245.79229168513163
15371,4,1,10,15,0,0,0,3,0.42,0.4242,0.77,0.1343,7,228.92668241209915
15372,4,1,10,16,0,0,0,3,0.4,0.4091,0.82,0.1642,7,223.6792751669121
15373,4,1,10,17,0,0,0,3,0.4,0.4091,0.82,0.2239,7,231.4069097938895
15374,4,1,10,18,0,0,0,3,0.4,0.4091,0.82,0.194,7,237.31493877356232
15375,4,1,10,19,0,0,0,2,0.4,0.4091,0.82,0.1045,7,248.24245527900135
15376,4,1,10,20,0,0,0,1,0.4,0.4091,0.82,0.1343,7,261.5927279643895
15377,4,1,10,21,0,0,0,1,0.38,0.3939,0.87,0.1045,7,255.10737056684403
15378,4,1,10,22,0,0,0,1,0.38,0.3939,0.87,0.1343,7,262.2277930414284
15379,4,1,10,23,0,0,0,1,0.36,0.3485,0.93,0.1343,7,247.13291430380102
15380,4,1,10,0,1,1,0,1,0.38,0.3939,0.76,0.2836,8,117.96440079401387
15381,4,1,10,1,1,1,0,1,0.34,0.3333,0.87,0.1642,8,88.04931787947065
